183,I wonder how long it's going to take.
184,I can't live without a TV.
185,I couldn't have done it without you. Thank you.
186,Nothing is achieved without effort.
187,Many people drift through life without a purpose.
188,Life without love is just totally pointless.
189,Let me know if I need to make any changes.
190,I think exams are ruining education.
191,We can't sleep because of the noise.
192,Do you have a condom?
193,Do whatever he tells you.
194,I can walk to school in 10 minutes.
195,It took me more than two hours to translate a few pages of English.
196,It is already eleven.
197,May I talk to Ms. Brown?
198,"Yes, orange juice please, says Mike."
199,Ah! is an interjection.
200,What do you want?
201,The mandatory character of schooling is rarely analyzed in the multitude of works dedicated to the study of the various ways to develop within children the desire to learn.
202,You suck dude! I have to tell you everything!
203,I have a bone to pick with you.
204,Do you need me to give you some money?
205,Paris is the most beautiful city in the world.
206,"Hey, I may have no money, but I still have my pride."
207,I have a dream.
208,This is my friend Rachel. We went to high school together.
209,The cost of life increased drastically.
210,"All that which is invented, is true."
211,"To be surprised, to wonder, is to begin to understand."
212,But the universe is infinite.
213,To be perfect she lacked just one defect.
214,"And yet, the contrary is always true as well."
215,"We don't see things as they are, but as we are."
216,The world is a den of crazies.
217,You opened up my eyes to what it's like when everything is right.
218,You found me where no one else was looking.
219,You're by my side; everything's fine now.
220,Doing math is the only socially acceptable way to masturbate in public.
221,"There are 10 types of people in the world: those who understand binary, and those who don't."
222,"I don't think, therefore I am not."
223,"Nowadays we want our children to make their own decisions, but we expect those decisions to please us."
224,"Don't worry, be happy!"
225,I find foreign languages very interesting.
226,I don't like learning irregular verbs.
227,Take a book and read it.
228,Face life with a smile!
229,"Most schools were designed not to transform society, but to reproduce it."
230,You make me dream.
231,I'm beside myself with joy.
232,He's already a man.
233,The vacation is over now.
234,I'm afraid to fall.
235,Evening dress is desired.
236,That's the absolute truth.
237,It's cold.
238,I'm thirsty.
239,"When I ask people what they regret most about high school, they nearly all say the same thing: that they wasted so much time."
240,"When you can't do what you want, you do what you can."
241,Give him an inch and he'll take a yard.
242,You did this intentionally!
243,You didn't tell him anything?
244,You made me lose my mind.
245,You're my type.
246,You're irresistible.
247,"Could you call again later, please?"
248,Who am I talking with?
249,"I accept, but only under one condition."
250,"Smile now, cry later!"
251,At the age of six he had learned to use the typewriter and told the teacher that he did not need to learn to write by hand.
252,Life is beautiful.
253,There are days where I feel like my brain wants to abandon me.
254,I can't cut my nails and do the ironing at the same time!
255,I can't take it anymore! I haven't slept for three days!
256,He doesn't want you to tell him about your sex life.
257,Have you ever eaten a banana pie?
258,Why would you marry a woman if you like men?
259,"If you can't have children, you could always adopt."
260,Are you for or against abortions?
261,What made you change your mind?
262,"Hey, look, a three-headed monkey!"
263,It's a pity that you can't buy miracles like you would buy potatoes.
264,I love lasagna.
265,"If you know that something unpleasant will happen, that you will go to the dentist for example, or to France, then that is not good."
266,"Half an eye is very useful actually, because an animal can see half of another animal, which wants to eat it, and can get out of the way, and it will eat the animal, which has only one-half eye or only 49% of an eye, because this to it will not be enough, and the animal, which was eaten up, will have no children, because it is dead."
267,"Prime numbers are like life; they are completely logical, but impossible to find the rules for, even if you spend all your time thinking about it."
268,"If you raise an eyebrow, it can mean ""I want to have sex with you"", but also ""I find that what you just said is completely idiotic."""
269,The brain is just a complicated machine.
270,"A schedule is an identity card for time, but, if you don't have a schedule, the time isn't there."
271,This baby penguin is too cute!
272,I'm at the hospital. I got struck by lightning.
273,"Let's face it, it's impossible. We're never gonna make it."
274,What is your greatest source of inspiration?
275,You don't marry someone you can live with — you marry the person whom you cannot live without.
276,"In theory, there is no difference between theory and practice. But, in practice, there is."
277,"Don't stay in bed, unless you can make money in bed."
278,"There are people in the world so hungry, that God cannot appear to them except in the form of bread."
279,Anything that is too stupid to be spoken is sung.
280,It requires wisdom to understand wisdom: the music is nothing if the audience is deaf.
281,I was rereading the letters you sent to me.
282,I don't want to go to school.
283,It's over between us. Give me back my ring!
284,It is raining.
285,"I was planning on going to the beach today, but then it started to rain."
286,"She's really smart, isn't she?"
287,An opinion is shocking only if it is a conviction.
288,"People who love doubt nothing, or doubt everything."
289,Justice is expensive.
290,Liberty consists of being able to make everything as harmless as possible.
291,The slowest one to make a promise is the most faithful one in keeping it.
292,Every opinion is a mixture of truth and mistakes.
293,Life is a fatal sexually transmitted disease.
294,"If two men always have the same opinion, one of them is unnecessary."
295,Our opinion is an idea which we have; our conviction an idea which has us.
296,"Tomorrow, I'm going to study at the library."
297,Too late.
298,I went to the zoo yesterday.
299,We won the battle.
300,Hello? Are you still here?
